le,sources,excerpt,agent,place
http://data.open.ac.uk/led/lexp/1438265344157,https://ia700402.us.archive.org/31/items/thirtyyearsofmus00klei/thirtyyearsofmus00klei.pdf,"<p></p>
<p><span style=""font-size: 10.0pt; line-height: 115%; font-family: 'Courier New'; mso-fareast-font-family: 'Times New Roman'; mso-ansi-language: EN-GB; mso-fareast-language: EN-GB; mso-bidi-language: AR-SA;"">By the way, Malten and Gudehus were again in London in 1886, when they sang at the Richter Concerts in long excerpts from &ldquo;Tristan&rdquo; and &ldquo;Siegfried&rdquo;, supported by Pauline and Georg Henschel. I never cared particularly for the tenor&mdash; his voice was always hard and metallic; but Malten's noble organ was never in grander condition, and she sang with a degree of dramatic intensity and emotional warmth that was absolutely thrilling.</span></p>",,
http://data.open.ac.uk/led/lexp/1432291544028,https://archive.org/stream/recentmusicmusic00mosc,"<p>Tbe wanderins: musicians, who play in the Piazza of St. Marc or in eating houses, for small coin payment, are more deafening than animating; the tone, however, of both men and women violinists has often something piquant about it, reminding one of the style of Paganini, by which I mean that the Leipzig Schneckenberg resembles Mont Blanc.</p>",,http://dbpedia.org/resource/Venice
http://data.open.ac.uk/led/lexp/1430146867800,https://archive.org/stream/recentmusicmusic00mosc,"<p>[Much] of the arrangement of these programmes was an offence, and yet the general effect was so grand that it would be thankless to point out the obvious anomalies.</p>",,http://dbpedia.org/resource/Westminster_Abbey
http://data.open.ac.uk/led/lexp/1448315360596,https://archive.org/details/musicallettersf00unkngoog,"<p>In the afternoon we heard, in the Kreuz-Kirche, an ostercantate by Berg, and a fine Te Deum by Naumann, both in the modern orchestral style, brilliant and dazzling.</p>",,
http://data.open.ac.uk/led/lexp/1432371750868,https://ia600408.us.archive.org/25/items/musicalmemories017451mbp/musicalmemories017451mbp.pdf,"<p>As there was no time to look for another dancer that season du Locle, to keep me patient, had me write with Louis Gallet <em>La Princesse Jaune</em>, with which I made my debut on the stage. I was thirty-five ! This harmless little work was received with the fiercest hostility. ""It is impossible to tell,"" wrote Jouvin, a much feared critic of the time, ""in what key or in what time the overture is written."" And to show me how utterly wrong I was, he told me that the public was ""a compound of angles and shadows."" His prose was certainly more obscure than my music.</p>",,
http://data.open.ac.uk/led/lexp/1424648566141,https://archive.org/details/lettersofcompose00norm,"<p>The fact is that the opera [Armide], which was said to be a failure, has earned 37,200 livres in seven performances, not including subscriptions or boxes rented by the year. Yesterday, at the eighth performance, they took in 5,767 livres. Never was there such a throng and such unbroken silence. The parterre was so closely packed that one man, when asked by the usher to remove his hat, replied: &ldquo;You take is off, because I can&rsquo;t move my arms.&rdquo; This aroused laughter. / I saw people leaving with their hair disordered and their clothes as soaked as if they had fallen into a river. You have to be French to pay this price for entertainment. There are six places in the opera that cause the audience to be carried away and lose self-control. Visit us here, madame, and witness the tumult; it will entertain you as much as the opera itself.</p>",http://dbpedia.org/resource/Christoph_Willibald_Gluck,http://dbpedia.org/resource/Paris
http://data.open.ac.uk/led/lexp/1439314498511,https://archive.org/stream/thirtyyearsofmus00kleiuoft,"<p style=""text-align: justify;"">[On April 8, 1886] Liszt proceeded to Windsor Castle, where he was received with the utmost cordiality by Queen Victoria. He played several pieces to Her Majesty, who told him that she cherished a vivid recollection of his playing when he last visited London in 1841.</p>",,http://dbpedia.org/resource/Windsor_Castle
http://data.open.ac.uk/led/lexp/1447244308516,https://archive.org/details/ldpd_8088173_000,<p>This evening Uncle Henry came home to tea this evening at half past 6 and was quite at leisure to enjoy himself with his brothers J &amp; Elisha at about 10 they began to sing and seemed to enjoy themselves much.</p>,,http://dbpedia.org/resource/Boston
http://data.open.ac.uk/led/lexp/1436264049561,https://archive.org/details/memoriesofmusici00ganzuoft,"<p>On May 20th I repeated Liszt's Dante Symphony, when I think it was better understood by the public. Previous to this concert I had seen in the Times that a new Russian pianist, M. Vladimir de Pachmann, had made a great sensation at a concert in Paris at the Salle Erard. I wrote at once to Messrs. Erard to offer him an engagement at this concert, which he accepted, and made his first English appearance under my direction, He played Chopin's Concerto in F minor splendidly, and some solos, and at once established his reputation as a Chopin player par excellence.</p>",,http://dbpedia.org/resource/St_James's_Hall
http://data.open.ac.uk/led/lexp/1439314612189,https://archive.org/stream/thirtyyearsofmus00kleiuoft,"<p style=""text-align: justify;"">[Franz Liszt] attended a reception given in his honor at the Grosvenor Gallery by Walter Bache. This was in some respects the most striking function of the series. The gathering was in every sense a representative one, and the famous abb&eacute;, as he went round chatting from group to group, seemed positively radiant with happiness. To repeat his own words, addressed to myself: ""You have so overwhelmed me with kindness in this country that I shall be quite sorry when the time comes for me to leave you."" The programme comprised his ""Angelus"" for strings, a chorus for female voices, a pianoforte piece, and some songs; and finally, amid a scene of great excitement, he himself played the finale of Schubert's ""Divertissement a la Hongroise"" and his own Hungarian rhapsody in A minor. This glorious treat furnished the crowning feature of a memorable evening doubly memorable because it was the last time but one that Franz Liszt touched his instrument in the presence of a public or quasi-public assemblage.</p>",,
http://data.open.ac.uk/led/lexp/1438784312899,https://ia700406.us.archive.org/23/items/cu31924022334563/cu31924022334563.pdf,"<p></p>
<p></p>
<p class=""MsoNormal""><span style=""font-size: 10.0pt; line-height: 115%; font-family: 'Courier New'; mso-fareast-font-family: 'Times New Roman'; mso-fareast-language: EN-GB;"">My next venture in the way of novelty was certainly not of so ""legitimate"" a nature, although a justification of the policy of producing any kind of excellence to stimulate curiosity is easily furnished. The appearance of a negress singer had long been announced. In Paris, under the name of the ""Black Malibran,"" this ""lady of colour"" had certainly excited a considerable sensation. M. Theophile Gautier, who wrote to me respecting this interesting personage, thought she would suit England: ""Elle a surtout ce qui plait en Angleterre: l'excentricite, la nouveaute, et l&rsquo;originalite."" But Gautier here only expresses the ordinary French point de vue. </span></p>
<p><span style=""font-size: 10.0pt; line-height: 115%; font-family: 'Courier New'; mso-fareast-font-family: 'Times New Roman'; mso-ansi-language: EN-GB; mso-fareast-language: EN-GB; mso-bidi-language: AR-SA;"">Her biography, excellently written, and introduced in a treatise upon the songs of the Isle of Cuba and negro melodies in general, had been published and disseminated. Donna Maria Martinez, the ""Black Malibran,"" it was generally made known, was the child of freed negroes, had been carefully brought up and well instructed in a Spanish house, and early grounded in musical science. Wedded to a Spanish sea captain (not a ""gentleman of colour "" it may be presumed), she had suffered reverses of fortune, and had made her musical attainments avail- able by public singing. The ""Black Malibran"" figured in a new divertissement, entitled ""Les Delices du Strait,"" as ""a wandering minstrel,"" singing to the Sultana. Her Cuban, and more exclusively Spanish melodies, were full of original charm. She accompanied herself upon the guitar, of the powers of which she was evidently a mistress. Her execution was excellent; her spirit and animation were undeniable; her voice was sweet, pure, and true, although too weak for the vast arena of her Majesty's Theatre. She was vehemently applauded and encouraged. But the whole performance was ""small,"" almost to meagreness; and although it might well be regarded as a piquant musical curiosity, it failed in any real power of attraction. This black phantom flitted briefly over the stage, to disappear for ever, as a far more illustrious ""shade"" had recently done before her.</span></p>",,
http://data.open.ac.uk/led/lexp/1447534954203,https://archive.org/details/diaryofwilliampl01jaco,"<p>I hear my little Florence singing all over the yard ""Jesus Christ save me."" Oh Savior, she understands not her prayer, but I pray thee, hear it.</p>",,"http://dbpedia.org/resource/Clinton,_South_Carolina"
http://data.open.ac.uk/led/lexp/1447521884046,https://archive.org/details/diaryofwilliampl01jaco,"<p>After service on Sunday I went over to Mr. Mars. I met there an old man Jenkins, 70 years old, a carpenter, who had seen General Washington and was a first cousin of General Jenkins. From this man's lips I took down this scrap of a revolutionary song</p>",,"http://dbpedia.org/resource/Charleston,_South_Carolina"
